id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
15581,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Proline Men Purple Polo T-shirt
14453,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Enroute Women Casual Black Flats
53394,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012,Ethnic,Alma Women Blue and Sea Green Printed Kurta
20666,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Classic Polo Men Striped Grey Tshirt
5004,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011,Casual,Gini and Jony Girl's Delma Blue Kidswear
25314,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Digital Watch AE-1100W-1BVDF(D086)
11121,Women,Accessories,Headwear,Caps,Blue,Fall,2011,Casual,Puma Women Minicats Knit Blue Cap
33271,Girls,Apparel,Bottomwear,Skirts,Red,Summer,2012,Casual,Gini and Jony Girls Red Skirt
40783,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Quiksilver Men Black Flip Flops
5838,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Men's Graphic White T-shirt
57734,Women,Personal Care,Lips,Lip Care,Maroon,Spring,2017,NA,Lotus Herbals Fruity Fusion Lip Balm
31142,Men,Apparel,Topwear,Shirts,Orange,Summer,2012,Formal,John Miller Men Check Orange Shirt
3797,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2014,Casual,Converse Men Black & Red Shoes
29981,Women,Free Items,Free Gifts,Free Gifts,Blue,Winter,2016,Casual,Aspen Women Blue Dial Watch
19728,Women,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Shirt
55407,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017,Casual,Revlon ColorStay Overtime Relentless Raisin Lip Gloss 270
27027,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Jealous 21 Women Blue Shorts
13212,Women,Footwear,Shoes,Sports Shoes,Grey,Spring,2012,Sports,ASICS Women Gel Spree Running Grey Sports Shoes
28853,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Proline Men Purple T-shirt
43562,Men,Accessories,Socks,Socks,White,Summer,2012,Casual,Puma Men White Pack of 3 Socks
50949,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2013,Casual,Lee Women Navy Blue Roxy Fit Jeans
30090,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Ed Hardy Men Silver Dial Watch
2645,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Murcia Women Big Canvas Tote Bag
16760,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Spice Art Women Leatherette  Black Handbags
49864,Unisex,Accessories,Watches,Watches,Purple,Winter,2016,Casual,Q&Q Kids Unisex Purple Digital Watch
22555,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Reebok Men Reespeed Deo
46010,Women,Apparel,Saree,Sarees,Maroon,Summer,2012,Ethnic,Fabindia Maroon Printed Saree
34430,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Women Face Blue T-shirt
23487,Men,Accessories,Scarves,Scarves,Grey,Summer,2012,Casual,Arrow Men Grey Scarf
50175,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black & Brown Flats
58318,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004
14037,Men,Apparel,Topwear,Shirts,Blue,Winter,2016,Casual,Flying Machine Men Check Blue Shirts
20202,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Wrangler Men Glow Grey Sweatshirt
5460,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women's Double Team Lite Black Shoe
44747,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Globalite Men Black Sparta Shoes
36367,Men,Accessories,Ties,Ties,Red,Summer,2012,Formal,Reid & Taylor Men Red Tie
52622,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Mod-acc Women Purple Handbag
57350,Women,Apparel,Innerwear,Bra,Black,Winter,2015,Casual,Amante Black T-Shirt Bra BGSB01
10497,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Women RN HS White Tshirts
25770,Men,Apparel,Topwear,Suspenders,Black,Summer,2012,Formal,Lino Perros Men Black Suspenders
11545,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Green Kurtas
56282,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Biara Black Everyday Support Bra
37087,Women,Accessories,Bags,Mobile Pouch,Brown,Summer,2012,Casual,Lino Perros Women Brown Mobile Pouch
20030,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Shirt
39921,Unisex,Accessories,Bags,Duffel Bag,Brown,Spring,2011,Travel,Tortoise Unisex Brown Leather Duffel Bag
52410,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015,Casual,Red Rose Women Black Nightdress
4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Sports,ADIDAS Women's Balance Pink T-shirt
57162,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012,Casual,Elle Women Teal T-shirt
58916,Men,Accessories,Ties,Ties,Black,Summer,2017,Casual,Hakashi Men Black Silk Tie
33427,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Baggit Women Modishx Enzyme Blue Sling Bag
41007,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts
25542,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Wrangler Women Striper Tank Yellow Top
11777,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Lee Men Printed Red Tshirts
7939,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men's Graphic Optic Black Silver T-shirt
55635,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Gold Heels
42682,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Alma Women Cream & Blue Kurta
2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe
27215,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Doodle Kids Boy Striped Blue Shorts
7105,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green Backpack
16552,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Basics Men Grey Printed Polo T-shirt
8971,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Drift Cat III CF Black Sports Shoes
22767,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,BIBA Women Solid Green Kurta
50347,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Red Kurta
34602,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016,Casual,Hanes Men Brown Boxer Brief
59665,Women,Apparel,Saree,Sarees,Yellow,Fall,2012,Ethnic,FNF Pink & Yellow Printed Evening Wear Sari
14498,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Flying Machine Men Casual Black Casual Shoes
10804,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2011,Casual,Wrangler Men Rider Solid White Shirts
4921,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear
32368,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch
39780,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Peter England Men Yellow Casual Shirts
40748,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,Roxy Women Pink Flip Flops
38652,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Women Double Team Lite Black Shoes
18255,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurta
27488,Women,Apparel,Innerwear,Briefs,Red,Winter,2015,Casual,Jockey Women Red Bikini Briefs
9602,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Scul White & Red Shirt
23814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Neo Low Black Casual Shoes
48525,Women,Apparel,Dress,Dresses,White,Summer,2012,Casual,French Connection Women White & Blue  Striped Dress
3338,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Men's Mumbai Indians White Polo T-shirt
35971,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Flying Machine Men Tee Black T-shirt
19387,Men,Footwear,Shoes,Sports Shoes,Beige,Summer,2011,Sports,ADIDAS Men Dumont Beige Sports Shoes
54946,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Do u speak green Men Cream T-shirt
23028,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Men Blue Striped Shirt
42823,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012,Casual,Little Miss Intimates Women Grey Brief
51408,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Myntra Men Blue and White Check Shirt
55894,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017,Casual,Colorbar Blue Lagoon Nail Lacquer 05
7798,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Proline Men White Polo T-shirt
9430,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Lee Cooper Men Nnado Black Formal Shoes
17813,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Lee Cooper Men  Brown Casual Shoe
48717,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual,Lucera Women Silver Earrings
6478,Men,Apparel,Topwear,Jackets,Grey,Summer,2011,Casual,ADIDAS Men Top Grey Jacket
19989,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Women Printed White T-shirt
3936,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Jealous 21 Women's Black Miss T-shirt
15778,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Facit Men Mid- Rise BF Grey Briefs
59457,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring
45008,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Maxima Men Digital Multifunction Watch
37428,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Murcia Women Red Handbag
52883,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic,FNF Printed Blue Sari
45834,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Vishudh Women Red Kurta
33088,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Gold Flats
38460,Women,Accessories,Bags,Mobile Pouch,Green,Summer,2012,Casual,Baggit Women Green Pinto Checksy Mobile Pouch
12139,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011,Ethnic,Aurelia Women Solid Purple Kurtas
42649,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Alma Women Black Kurta
8186,Men,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,Locomotive Men Check Lai Grey Shirts
9054,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Women Duramo 3 White Sports Shoes
30269,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017,Casual,Speedo Men Sheet Sunglasses
48373,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,French Connection Men White & Purple Check Shirt
18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Skechers Men Tone-Ups Black Shoe
6820,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2011,Casual,Timberland Women's Estela Umbrella Green Flip Flop
12905,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,2011,Casual,Puma Women Casual Purple Casual Shoes
9868,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Status Quo Men Navy Blue Polo Tshirts
28296,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Sunglasses
57995,Women,Apparel,Dress,Dresses,Black,Fall,2012,Casual,Latin Quarters Women & White Black Dress
5699,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men's Striking Black Shoe
40922,Boys,Apparel,Topwear,Jackets,Blue,Summer,2012,Casual,Gini and Jony Boys Rodeo Blue Jacket
38838,Women,Apparel,Dress,Dresses,Pink,Fall,2012,Casual,Latin Quarters Women Pink & Black Printed Dress
59033,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Heels
21129,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,s.Oliver Women Printed Red Top
56847,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,John Players Men Blue Jeans
37870,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Hidekraft Men Black Wallet
38004,Women,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Women Blue Watch
21915,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011,Ethnic,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta
25589,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011,Ethnic,Vishudh Women Green Churidar Kurta with Dupatta
4579,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Women Zoo Blue Shoe
38236,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Polaroid Unisex Sunglasses
24669,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Converse Men Red Casual Shoes
56249,Men,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2016,Casual,SDL by Sweet Dreams Men White Pyjama Set
15912,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Black Coffee Men Stripes Blue Shirt
49093,Women,Personal Care,Lips,Lip Liner,Mauve,Spring,2017,Casual,Deborah 24 Ore Lip Liner 220
31189,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Cabarelli Men Brown Wallet
18631,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Puma Men GP Speed Navy Blue Tshirts
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts
50982,Women,Apparel,Loungewear and Nightwear,Robe,Maroon,Summer,2017,Casual,Enamor Women Maroon Robe
28898,Women,Apparel,Innerwear,Briefs,Red,Summer,2014,Casual,Enamor Women Red Brief
48141,Women,Accessories,Wallets,Wallets,Brown,Winter,2016,Casual,Fossil Women Brown Wallet
29176,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,2012,Casual,United Colors of Benetton Boys Khaki Shorts
26902,Women,Apparel,Topwear,Tops,Lavender,Summer,2012,Casual,Jealous 21 Women Printed Lavender Top
35529,Girls,Footwear,Sandal,Sandals,Orange,Summer,2012,Casual,Enroute Teens Orange Sandals
47109,Boys,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Marvel Boys White Shoes
17679,Women,Footwear,Shoes,Heels,Pink,Winter,2015,Casual,Catwalk Women Buckel Pink Flats
30867,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Kurta
7906,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Proline Men Black & Navy Striped Polo T-shirt
19525,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,United Colors of Benetton Men Check Grey Sweater
8172,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Slim Casual Beige Wedges
48387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,French Connection Men Blue Jeans
22758,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Blue Kurta
50378,Women,Apparel,Bottomwear,Salwar and Dupatta,White,Summer,2012,Ethnic,Vishudh Women Red & White Salwar and Dupatta
28262,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,18+ Men Thrill Deo
57961,Women,Apparel,Saree,Sarees,Black,Fall,2012,Ethnic,Prafful Women Black & Grren Sari
58115,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012,Casual,Rreverie Women Silver Pendant
37884,Unisex,Accessories,Socks,Socks,Black,Summer,2016,Casual,Happy Socks Unisex Black Socks
20833,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Clarks Men Black Formal Shoes
39122,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012,Casual,Aneri Women Blue Leggings
41038,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Nautica Men Brown Dial Watch
58327,Women,Footwear,Flip Flops,Flip Flops,Lavender,Summer,2012,Casual,Lotto Women Lavender Flip Flops
14008,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Nike Men Printed White Tshirts
44778,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Lotto Men Grey Skateboard Shoes
36358,Men,Accessories,Ties,Ties,Red,Summer,2012,Formal,Reid & Taylor Men Red Tie
14834,Men,Accessories,Belts,Belts,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Belts
39310,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018,Casual,Red Chief Men Khaki Casual Shoes
49067,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Olive Handbag
8340,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Doodle Boy's Volleyball Champion Black White Kidswear
46813,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Skirt
19717,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Check Blue Shirt
55438,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Revlon Mauve Colorburst Lipstick 005
27018,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Washed Blue Jeans
50976,Women,Apparel,Innerwear,Bra,Pink,Summer,2017,Casual,Enamor Petal Pink Bra
29182,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,United Colors of Benetton Women White Tunics
31941,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Nike Women Air Rift Grey Shoes
7308,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,UCB Women's Sleeveless Light Blue Top
30893,Women,Apparel,Bottomwear,Patiala,White,Summer,2012,Ethnic,Fabindia Women Printed White & Blue Patiala
28050,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey ELANCE Men Charcoal Pack of 2 Briefs 1009
48989,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring
11922,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Franco Leone Men Formal Black Formal Shoes
59691,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Avirate Purple Bra
58743,Men,Apparel,Topwear,Tshirts,Olive,Fall,2012,Casual,Puma Men Olive T-shirt
5807,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Women's Tunic Blue T-shirt
13649,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Black Hydroterra Shandal Casual Shoes
34857,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Classic Slip-On Black Shoes
22932,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Unisex Black Dial Watch 9912PP13
8724,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Indigo Nation Men Checks Red Shirts
35985,Women,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Flying Machine Women Poppy Red T-shirt
47599,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Portia Women Black Flats
28434,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8299
55860,Women,Personal Care,Nails,Nail Polish,Lavender,Spring,2017,Casual,Colorbar Pro Dazzling Mauve Nail Lacquer 008
19141,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Lotto Men Revorb Black Sandals
49631,Women,Apparel,Dress,Dresses,Cream,Summer,2012,Casual,Mineral Cream Dress
8516,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports,Nike Unisex Ultimatum Max Black Backpacks
28606,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Nike Men Air Twilight Black Shoes
34259,Men,Apparel,Bottomwear,Tracksuits,Grey,Summer,2012,Sports,Proline Men Grey Tracksuit
46679,Women,Personal Care,Fragrance,Perfume and Body Mist,Peach,Spring,2017,Casual,Rasasi Women Pack of 3 Perfumes
16109,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,M tv Men My Fab Eyewear Brown Sunglasses
25925,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Femella Women Purple T-Shirt
5209,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Superman Men's Job Round Neck White T-shirt
33840,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Hypermoto Ducati Black Shoes
58571,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Puma Men Black Shorts
52877,Women,Apparel,Saree,Sarees,White,Fall,2012,Ethnic,FNF Multi Coloured Sari
39546,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2012,Casual,Numero Uno Men Yellow Flip Flops
25119,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual,Lino Perros Women Gems Black Clutch
44912,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,Puma Men Black Track Pants
57539,Men,Accessories,Belts,Belts,Olive,Summer,2010,Casual,Flying Machine Men Olive Belt
38494,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Gini and Jony Boys United Green T-shirt
20037,Women,Apparel,Bottomwear,Stockings,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Tights
44572,Men,Footwear,Sandal,Sports Sandals,Black,Summer,2012,Casual,Coolers Men Black Sports Sandals
37080,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Lino Perros Women Blue Handbag
57959,Women,Apparel,Saree,Sarees,Turquoise Blue,Fall,2012,Ethnic,Prafful Turquoise Blue Printed Sari
4787,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports,ADIDAS Men's Bas Esx Black Short
52417,Women,Apparel,Loungewear and Nightwear,Night suits,Red,Winter,2015,Casual,Red Rose Women Red Pyjama Set
39926,Unisex,Accessories,Bags,Laptop Bag,Brown,Fall,2012,Casual,Tortoise Unisex Brown Laptop Bag
58911,Men,Accessories,Ties,Ties,Grey,Summer,2012,Casual,Hakashi Men Grey Silk Tie
24497,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Mother Earth Women Black Printed Kurta
57165,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Elle Women Magenta Clash Top
11770,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Lee Men Printed Blue Tshirts
41000,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Woven Blue Shorts
42685,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Alma Women White Printed Kurta
55632,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Flats
13027,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Flats
27212,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Doodle Kids Boy Striped Blue Shirt
43757,Women,Accessories,Jewellery,Bangle,White,Fall,2012,Casual,Royal Diadem Set of 2 White Bangles
22760,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Solid Navy Blue Kurta
16555,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Basics Men Navy Printed Polo T-shirt
8976,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men SL Tech Lo SF White Sports Shoes
7102,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2015,Casual,Wildcraft Unisex Orange & Grey Backpack
34605,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Hanes Men Black Boxer Brief
50340,Women,Apparel,Topwear,Kurtis,Brown,Summer,2012,Ethnic,Aurelia Women Brown Printed Kurti
55400,Women,Personal Care,Makeup,Kajal and Eyeliner,Charcoal,Spring,2017,Casual,Revlon Grow Luscious Graphite Eye Liner
3790,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014,Casual,Converse Men's AS Canvas HI Black Shoe
8378,Girls,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Doodle Girl's Princess Lime Kidswear
30097,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Men Black Dial Watch
2642,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2010,Formal,Carlton London Men Semi Formal Black Shoe
43565,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Puma Unisex Black Echo Backpack
28854,Men,Apparel,Topwear,Tshirts,Lavender,Summer,2012,Casual,Proline Men Mauve T-shirt
13215,Men,Footwear,Shoes,Sports Shoes,Grey,Spring,2012,Sports,ASICS Men Gel Enduro 7 Running Silver Sports Shoes
27020,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Jealous 21 Women Navy Blue Jeans
46017,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Fabindia Women Orange Printed Kurta
7330,Men,Footwear,Sandal,Sandals,Black,Summer,2013,Casual,Red Tape Men Strappy Black Floater
49863,Girls,Accessories,Watches,Watches,Pink,Winter,2016,Casual,Q&Q Kids Girls Pink Digital Watch
16767,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Spice Art Women Spacious Brown Handbag
31979,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Lunarswift +3 Grey Sports Shoes
50172,Women,Footwear,Shoes,Flats,Green,Winter,2012,Casual,Rocia Women Multi- Coloured Shoes
28068,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016,Casual,Jockey ELANCE Men Navy Blue Elance Brief 1015
23480,Men,Accessories,Scarves,Scarves,Grey,Summer,2012,Casual,Arrow Men Grey Check Scarf
44740,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Globalite Men White Terra Shoes
5467,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Elite Black Shoe
20205,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Wrangler Men Flock Print Grey Sweatshirt
14030,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Nike Women Printed White Tshirts
36360,Men,Accessories,Ties,Ties,Gold,Summer,2012,Formal,Reid & Taylor Men Gold Tie
45692,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,TOUS Women Leau Eau De Parfum 90 ml
57357,Women,Apparel,Innerwear,Bra,Black,Winter,2015,Casual,Amante Black Printed Push-Up Bra BGSS01
10490,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Flying Machine Men HS Blue Shirts
33612,Women,Accessories,Wallets,Wallets,Green,Summer,2012,Casual,Lino Perros Women Green Wallet
